iso3,ym,value,coverage,n_cells,dataset_type
VIR,2016-02,-0.7336,nearest_cell,0,consolidated_dataset
VNM,2016-02,0.2853,cells,447,consolidated_dataset
VUT,2016-02,-1.7246,cells,16,consolidated_dataset
WLF,2016-02,-1.9057,nearest_cell,0,consolidated_dataset
WSM,2016-02,-1.9265,cells,5,consolidated_dataset
YEM,2016-02,-0.3232,cells,611,consolidated_dataset
ZAF,2016-02,-1.1257,cells,1810,consolidated_dataset
ZMB,2016-02,-0.1427,cells,1003,consolidated_dataset
ZWE,2016-02,-1.4716,cells,530,consolidated_dataset
ABW,2016-03,-1.2329,cells,1,consolidated_dataset
AFG,2016-03,-0.656,cells,995,consolidated_dataset
AGO,2016-03,0.7511,cells,1639,consolidated_dataset
AIA,2016-03,0.3191,nearest_cell,0,consolidated_dataset
ALA,2016-03,0.2709,cells,2,consolidated_dataset
ALB,2016-03,1.1453,cells,50,consolidated_dataset
AND,2016-03,0.332,cells,1,consolidated_dataset
ARE,2016-03,1.0175,cells,98,consolidated_dataset
ARG,2016-03,-0.0896,cells,4421,consolidated_dataset
ARM,2016-03,1.3281,cells,46,consolidated_dataset
ASM,2016-03,-2.2446,nearest_cell,0,consolidated_dataset
ATA,2016-03,-0.0635,cells,96001,consolidated_dataset
ATF,2016-03,-0.0754,cells,14,consolidated_dataset
ATG,2016-03,0.6349,cells,1,consolidated_dataset
AUS,2016-03,-0.2401,cells,11143,consolidated_dataset
AUT,2016-03,0.7384,cells,163,consolidated_dataset
AZE,2016-03,1.0413,cells,150,consolidated_dataset
BDI,2016-03,-0.0586,cells,35,consolidated_dataset
BEL,2016-03,1.4349,cells,62,consolidated_dataset
BEN,2016-03,0.9368,cells,153,consolidated_dataset
BFA,2016-03,-0.1126,cells,363,consolidated_dataset
BGD,2016-03,0.9454,cells,194,consolidated_dataset
BGR,2016-03,1.3129,cells,201,consolidated_dataset
BHR,2016-03,-1.2456,cells,1,consolidated_dataset
BHS,2016-03,0.9493,cells,11,consolidated_dataset
BIH,2016-03,1.1693,cells,90,consolidated_dataset
BLM,2016-03,0.3191,nearest_cell,0,consolidated_dataset
BLR,2016-03,0.9447,cells,451,consolidated_dataset
BLZ,2016-03,0.3932,cells,26,consolidated_dataset
BMU,2016-03,0.9433,nearest_cell,0,consolidated_dataset
BOL,2016-03,-0.3247,cells,1462,consolidated_dataset
BRA,2016-03,0.0058,cells,11240,consolidated_dataset
BRB,2016-03,0.0662,nearest_cell,0,consolidated_dataset
BRN,2016-03,-1.331,cells,8,consolidated_dataset
BTN,2016-03,0.3517,cells,58,consolidated_dataset
BWA,2016-03,-0.1396,cells,820,consolidated_dataset
CAF,2016-03,0.0292,cells,806,consolidated_dataset
CAN,2016-03,-0.0734,cells,26929,consolidated_dataset
CHE,2016-03,1.1644,cells,80,consolidated_dataset
CHL,2016-03,-1.2486,cells,1239,consolidated_dataset
CHN,2016-03,-0.4483,cells,15169,consolidated_dataset
CIV,2016-03,-1.274,cells,420,consolidated_dataset
CMR,2016-03,0.4226,cells,607,consolidated_dataset
COD,2016-03,-0.565,cells,3020,consolidated_dataset
COG,2016-03,-1.0754,cells,451,consolidated_dataset
COK,2016-03,1.0318,nearest_cell,0,consolidated_dataset
COL,2016-03,-1.0341,cells,1485,consolidated_dataset
COM,2016-03,2.0394,cells,3,consolidated_dataset
CPV,2016-03,-1.1281,cells,3,consolidated_dataset
CRI,2016-03,-0.6725,cells,69,consolidated_dataset
CUB,2016-03,0.5575,cells,158,consolidated_dataset
CUW,2016-03,-1.5012,nearest_cell,0,consolidated_dataset
CYM,2016-03,0.2059,nearest_cell,0,consolidated_dataset
CYP,2016-03,-1.3468,cells,16,consolidated_dataset
CZE,2016-03,0.6308,cells,158,consolidated_dataset
DEU,2016-03,0.7892,cells,733,consolidated_dataset
DJI,2016-03,-1.4239,cells,28,consolidated_dataset
DMA,2016-03,0.0377,nearest_cell,0,consolidated_dataset
DNK,2016-03,-0.0496,cells,103,consolidated_dataset
DOM,2016-03,-0.4773,cells,69,consolidated_dataset
DZA,2016-03,-1.0343,cells,3412,consolidated_dataset
ECU,2016-03,0.1569,cells,333,consolidated_dataset
EGY,2016-03,-0.4125,cells,1487,consolidated_dataset
ERI,2016-03,-0.7499,cells,170,consolidated_dataset
ESH,2016-03,-1.0745,cells,129,consolidated_dataset
ESP,2016-03,0.5582,cells,857,consolidated_dataset
EST,2016-03,0.7499,cells,114,consolidated_dataset
ETH,2016-03,-1.1315,cells,1473,consolidated_dataset
FIN,2016-03,0.681,cells,986,consolidated_dataset
FJI,2016-03,-1.0316,cells,22,consolidated_dataset
FLK,2016-03,-0.8921,cells,24,consolidated_dataset
FRA,2016-03,0.9637,cells,1151,consolidated_dataset
FRO,2016-03,-0.2193,cells,5,consolidated_dataset
FSM,2016-03,-1.1044,nearest_cell,0,consolidated_dataset
GAB,2016-03,-0.597,cells,337,consolidated_dataset
GBR,2016-03,0.9912,cells,513,consolidated_dataset
GEO,2016-03,0.9804,cells,121,consolidated_dataset
GGY,2016-03,1.7649,nearest_cell,0,consolidated_dataset
GHA,2016-03,-0.1921,cells,310,consolidated_dataset
GIN,2016-03,-0.3551,cells,321,consolidated_dataset
GMB,2016-03,-1.0134,cells,18,consolidated_dataset
GNB,2016-03,0.7254,cells,46,consolidated_dataset
GNQ,2016-03,-0.3103,cells,31,consolidated_dataset
GRC,2016-03,0.0855,cells,219,consolidated_dataset
GRD,2016-03,-0.8183,nearest_cell,0,consolidated_dataset
GRL,2016-03,-0.1532,cells,10625,consolidated_dataset
GTM,2016-03,0.5989,cells,148,consolidated_dataset
GUM,2016-03,-0.8797,nearest_cell,0,consolidated_dataset
GUY,2016-03,-0.9078,cells,274,consolidated_dataset
HKG,2016-03,2.7637,cells,2,consolidated_dataset
HMD,2016-03,-0.6681,nearest_cell,0,consolidated_dataset
HND,2016-03,0.5708,cells,152,consolidated_dataset
HRV,2016-03,1.4146,cells,101,consolidated_dataset
HTI,2016-03,0.103,cells,38,consolidated_dataset
HUN,2016-03,1.4143,cells,180,consolidated_dataset
IDN,2016-03,0.6709,cells,2357,consolidated_dataset
IMN,2016-03,1.33,cells,1,consolidated_dataset
IND,2016-03,-0.295,cells,4437,consolidated_dataset
IOT,2016-03,-1.2838,nearest_cell,0,consolidated_dataset
IRL,2016-03,0.8229,cells,153,consolidated_dataset
IRN,2016-03,-0.8567,cells,2488,consolidated_dataset
IRQ,2016-03,-0.1291,cells,670,consolidated_dataset
ISL,2016-03,-1.3813,cells,307,consolidated_dataset
ISR,2016-03,-0.3964,cells,34,consolidated_dataset
ITA,2016-03,0.7995,cells,527,consolidated_dataset
JAM,2016-03,-0.1118,cells,14,consolidated_dataset
JEY,2016-03,1.843,nearest_cell,0,consolidated_dataset
JOR,2016-03,-0.3948,cells,130,consolidated_dataset
JPN,2016-03,-0.0471,cells,605,consolidated_dataset
KAZ,2016-03,0.1214,cells,5233,consolidated_dataset
KEN,2016-03,-0.7182,cells,759,consolidated_dataset
KGZ,2016-03,-1.2274,cells,341,consolidated_dataset
KHM,2016-03,-1.1823,cells,242,consolidated_dataset
KIR,2016-03,1.04,nearest_cell,0,consolidated_dataset
KNA,2016-03,0.3191,nearest_cell,0,consolidated_dataset
KOR,2016-03,-0.3797,cells,155,consolidated_dataset
KWT,2016-03,-0.7406,cells,24,consolidated_dataset
LAO,2016-03,-0.3532,cells,307,consolidated_dataset
LBN,2016-03,-0.1754,cells,15,consolidated_dataset
LBR,2016-03,-1.5307,cells,121,consolidated_dataset
LBY,2016-03,-0.8924,cells,2357,consolidated_dataset
LCA,2016-03,-0.2106,cells,2,consolidated_dataset
LIE,2016-03,0.7324,nearest_cell,0,consolidated_dataset
LKA,2016-03,-0.9559,cells,87,consolidated_dataset
LSO,2016-03,-0.3072,cells,45,consolidated_dataset
LTU,2016-03,0.4119,cells,150,consolidated_dataset
LUX,2016-03,1.2341,cells,5,consolidated_dataset
LVA,2016-03,0.3917,cells,147,consolidated_dataset
MAC,2016-03,2.6204,nearest_cell,0,consolidated_dataset
MAF,2016-03,0.3191,nearest_cell,0,consolidated_dataset
MAR,2016-03,-0.8221,cells,871,consolidated_dataset
MCO,2016-03,0.7724,nearest_cell,0,consolidated_dataset
MDA,2016-03,0.4917,cells,63,consolidated_dataset
MDG,2016-03,-0.1848,cells,809,consolidated_dataset
MDV,2016-03,-1.2707,nearest_cell,0,consolidated_dataset
MEX,2016-03,0.0448,cells,2789,consolidated_dataset
MHL,2016-03,-0.0945,nearest_cell,0,consolidated_dataset
MKD,2016-03,0.8677,cells,44,consolidated_dataset
MLI,2016-03,-0.0565,cells,1694,consolidated_dataset
MLT,2016-03,-2.062,nearest_cell,0,consolidated_dataset
MMR,2016-03,0.3008,cells,913,consolidated_dataset
MNE,2016-03,1.2875,cells,27,consolidated_dataset
MNG,2016-03,0.1929,cells,2945,consolidated_dataset
MNP,2016-03,-0.3328,nearest_cell,0,consolidated_dataset
MOZ,2016-03,-0.7495,cells,1075,consolidated_dataset
MRT,2016-03,-0.6275,cells,1445,consolidated_dataset
MSR,2016-03,0.5406,nearest_cell,0,consolidated_dataset
MUS,2016-03,-0.2583,cells,3,consolidated_dataset
MWI,2016-03,-0.3582,cells,160,consolidated_dataset
MYS,2016-03,-0.9156,cells,421,consolidated_dataset
NAM,2016-03,-0.6037,cells,1145,consolidated_dataset
NCL,2016-03,-0.7416,cells,27,consolidated_dataset
NER,2016-03,0.3228,cells,1614,consolidated_dataset
NFK,2016-03,0.4339,nearest_cell,0,consolidated_dataset
NGA,2016-03,0.6945,cells,1196,consolidated_dataset
NIC,2016-03,-0.8515,cells,164,consolidated_dataset
NIU,2016-03,-2.2446,nearest_cell,0,consolidated_dataset
NLD,2016-03,1.169,cells,75,consolidated_dataset
NOR,2016-03,-0.2816,cells,1369,consolidated_dataset
NPL,2016-03,-0.5498,cells,221,consolidated_dataset
NRU,2016-03,-0.0945,nearest_cell,0,consolidated_dataset
NZL,2016-03,0.3668,cells,470,consolidated_dataset
OMN,2016-03,-0.0156,cells,437,consolidated_dataset
PAK,2016-03,-0.1152,cells,1302,consolidated_dataset
PAN,2016-03,-1.4229,cells,98,consolidated_dataset
PCN,2016-03,0.7515,nearest_cell,0,consolidated_dataset
PER,2016-03,-0.5097,cells,1704,consolidated_dataset
PHL,2016-03,-0.726,cells,387,consolidated_dataset
PLW,2016-03,-1.5109,nearest_cell,0,consolidated_dataset
PNG,2016-03,0.0568,cells,612,consolidated_dataset
POL,2016-03,0.6273,cells,657,consolidated_dataset
PRI,2016-03,0.4707,cells,12,consolidated_dataset
PRK,2016-03,0.5401,cells,202,consolidated_dataset
PRT,2016-03,0.5513,cells,155,consolidated_dataset
PRY,2016-03,0.7638,cells,551,consolidated_dataset
PSE,2016-03,-0.2944,cells,12,consolidated_dataset
PYF,2016-03,0.9764,cells,3,consolidated_dataset
QAT,2016-03,-0.4794,cells,14,consolidated_dataset
RKS,2016-03,1.2533,cells,19,consolidated_dataset
ROU,2016-03,0.6922,cells,433,consolidated_dataset
RUS,2016-03,0.3074,cells,46666,consolidated_dataset
RWA,2016-03,-0.7349,cells,35,consolidated_dataset
SAU,2016-03,-0.5064,cells,2737,consolidated_dataset
SDN,2016-03,-0.4482,cells,2495,consolidated_dataset
SEN,2016-03,-1.1415,cells,267,consolidated_dataset
SGP,2016-03,-0.0323,nearest_cell,0,consolidated_dataset
SGS,2016-03,0.4082,cells,8,consolidated_dataset
SHN,2016-03,-0.9413,nearest_cell,0,consolidated_dataset
SLB,2016-03,-0.161,cells,34,consolidated_dataset
SLE,2016-03,-1.3418,cells,91,consolidated_dataset
SLV,2016-03,0.5073,cells,28,consolidated_dataset
SMR,2016-03,0.7769,nearest_cell,0,consolidated_dataset
SOM,2016-03,-1.7287,cells,848,consolidated_dataset
SPM,2016-03,0.0905,nearest_cell,0,consolidated_dataset
SRB,2016-03,1.3653,cells,137,consolidated_dataset
SSD,2016-03,-1.2083,cells,821,consolidated_dataset
STP,2016-03,1.373,cells,1,consolidated_dataset
SUR,2016-03,-0.5707,cells,187,consolidated_dataset
SVK,2016-03,1.1739,cells,90,consolidated_dataset
SVN,2016-03,1.4093,cells,39,consolidated_dataset
SWE,2016-03,-0.112,cells,1244,consolidated_dataset
SWZ,2016-03,-1.0502,cells,25,consolidated_dataset
SXM,2016-03,0.3191,nearest_cell,0,consolidated_dataset
SYC,2016-03,1.3374,nearest_cell,0,consolidated_dataset
SYR,2016-03,-1.2646,cells,297,consolidated_dataset
TCA,2016-03,-0.1355,nearest_cell,0,consolidated_dataset
TCD,2016-03,0.3921,cells,1693,consolidated_dataset
TGO,2016-03,0.4143,cells,74,consolidated_dataset
THA,2016-03,-0.6978,cells,692,consolidated_dataset
TJK,2016-03,-1.0889,cells,234,consolidated_dataset
TKM,2016-03,-0.507,cells,786,consolidated_dataset
TLS,2016-03,-0.8843,cells,20,consolidated_dataset
TON,2016-03,-0.635,nearest_cell,0,consolidated_dataset
TTO,2016-03,-1.1823,cells,6,consolidated_dataset
TUN,2016-03,-1.3585,cells,243,consolidated_dataset
TUR,2016-03,0.6564,cells,1291,consolidated_dataset
TUV,2016-03,-1.4135,nearest_cell,0,consolidated_dataset
TWN,2016-03,2.1179,cells,52,consolidated_dataset
TZA,2016-03,0.4397,cells,1188,consolidated_dataset
UGA,2016-03,-1.1973,cells,291,consolidated_dataset
UKR,2016-03,0.8691,cells,1135,consolidated_dataset
URY,2016-03,-0.553,cells,274,consolidated_dataset
USA,2016-03,-0.3409,cells,17568,consolidated_dataset
UZB,2016-03,-0.8041,cells,768,consolidated_dataset
VAT,2016-03,0.8299,nearest_cell,0,consolidated_dataset
VCT,2016-03,-0.2705,nearest_cell,0,consolidated_dataset
VEN,2016-03,-1.5185,cells,1190,consolidated_dataset
VGB,2016-03,-0.2363,nearest_cell,0,consolidated_dataset
VIR,2016-03,0.0248,nearest_cell,0,consolidated_dataset
VNM,2016-03,-0.521,cells,447,consolidated_dataset
VUT,2016-03,-1.6162,cells,16,consolidated_dataset
WLF,2016-03,-1.504,nearest_cell,0,consolidated_dataset
WSM,2016-03,-2.2306,cells,5,consolidated_dataset
YEM,2016-03,-1.2655,cells,611,consolidated_dataset
ZAF,2016-03,-0.4065,cells,1810,consolidated_dataset
ZMB,2016-03,0.5434,cells,1000,consolidated_dataset
ZWE,2016-03,-0.4906,cells,529,consolidated_dataset
ABW,2016-04,-1.7301,cells,1,consolidated_dataset
AFG,2016-04,-0.3253,cells,990,consolidated_dataset
AGO,2016-04,0.656,cells,1646,consolidated_dataset
AIA,2016-04,1.6308,nearest_cell,0,consolidated_dataset
ALA,2016-04,0.3,cells,2,consolidated_dataset
ALB,2016-04,0.3458,cells,50,consolidated_dataset
AND,2016-04,0.3597,cells,1,consolidated_dataset
ARE,2016-04,1.0129,cells,98,consolidated_dataset
ARG,2016-04,0.2128,cells,4441,consolidated_dataset
ARM,2016-04,-0.5969,cells,46,consolidated_dataset
ASM,2016-04,1.4138,nearest_cell,0,consolidated_dataset
ATA,2016-04,-0.1249,cells,95939,consolidated_dataset
ATF,2016-04,0.1414,cells,14,consolidated_dataset
ATG,2016-04,2.1434,cells,1,consolidated_dataset
AUS,2016-04,-0.6631,cells,11137,consolidated_dataset
AUT,2016-04,0.7885,cells,156,consolidated_dataset
AZE,2016-04,0.0222,cells,150,consolidated_dataset
BDI,2016-04,0.8986,cells,35,consolidated_dataset
BEL,2016-04,1.0607,cells,62,consolidated_dataset
BEN,2016-04,1.257,cells,153,consolidated_dataset
BFA,2016-04,-0.0821,cells,363,consolidated_dataset
BGD,2016-04,0.3464,cells,194,consolidated_dataset
BGR,2016-04,0.3272,cells,201,consolidated_dataset
BHR,2016-04,-0.5461,cells,1,consolidated_dataset
BHS,2016-04,-0.9612,cells,11,consolidated_dataset
BIH,2016-04,0.646,cells,90,consolidated_dataset
BLM,2016-04,1.6308,nearest_cell,0,consolidated_dataset
BLR,2016-04,0.7417,cells,424,consolidated_dataset
BLZ,2016-04,1.3492,cells,28,consolidated_dataset
BMU,2016-04,0.8636,nearest_cell,0,consolidated_dataset
BOL,2016-04,-0.4239,cells,1470,consolidated_dataset
BRA,2016-04,-0.6737,cells,11263,consolidated_dataset
BRB,2016-04,-0.5077,nearest_cell,0,consolidated_dataset
BRN,2016-04,-1.0201,cells,8,consolidated_dataset
BTN,2016-04,0.1837,cells,58,consolidated_dataset
BWA,2016-04,0.0691,cells,820,consolidated_dataset
CAF,2016-04,-0.0281,cells,807,consolidated_dataset
CAN,2016-04,-0.0451,cells,26920,consolidated_dataset
CHE,2016-04,1.0173,cells,80,consolidated_dataset
CHL,2016-04,-0.3485,cells,1228,consolidated_dataset
CHN,2016-04,-0.303,cells,15167,consolidated_dataset
CIV,2016-04,-1.2247,cells,419,consolidated_dataset
CMR,2016-04,0.3395,cells,606,consolidated_dataset
COD,2016-04,-0.0238,cells,3025,consolidated_dataset
COG,2016-04,-0.0535,cells,451,consolidated_dataset
COK,2016-04,2.5018,nearest_cell,0,consolidated_dataset
COL,2016-04,-0.1442,cells,1485,consolidated_dataset
COM,2016-04,0.9178,cells,3,consolidated_dataset
CPV,2016-04,-0.4471,cells,3,consolidated_dataset
CRI,2016-04,0.0704,cells,69,consolidated_dataset
CUB,2016-04,-0.328,cells,158,consolidated_dataset
CUW,2016-04,-1.9558,nearest_cell,0,consolidated_dataset
CYM,2016-04,0.2771,nearest_cell,0,consolidated_dataset
CYP,2016-04,-1.8371,cells,16,consolidated_dataset
CZE,2016-04,0.7913,cells,158,consolidated_dataset
DEU,2016-04,0.7339,cells,733,consolidated_dataset
DJI,2016-04,0.6442,cells,28,consolidated_dataset
DMA,2016-04,0.7173,nearest_cell,0,consolidated_dataset
DNK,2016-04,0.7302,cells,95,consolidated_dataset
DOM,2016-04,0.8587,cells,69,consolidated_dataset
DZA,2016-04,-0.9417,cells,3422,consolidated_dataset
ECU,2016-04,0.503,cells,331,consolidated_dataset
EGY,2016-04,-0.2566,cells,1486,consolidated_dataset
ERI,2016-04,-0.0009,cells,170,consolidated_dataset
ESH,2016-04,-0.9512,cells,129,consolidated_dataset
ESP,2016-04,0.9126,cells,858,consolidated_dataset
EST,2016-04,0.8987,cells,114,consolidated_dataset
ETH,2016-04,-0.0183,cells,1472,consolidated_dataset
FIN,2016-04,1.2456,cells,985,consolidated_dataset
FJI,2016-04,0.6873,cells,22,consolidated_dataset
FLK,2016-04,-0.7026,cells,23,consolidated_dataset
FRA,2016-04,1.0572,cells,1148,consolidated_dataset
FRO,2016-04,-1.0085,cells,5,consolidated_dataset
FSM,2016-04,-1.0676,nearest_cell,0,consolidated_dataset
GAB,2016-04,0.2366,cells,337,consolidated_dataset
GBR,2016-04,0.5552,cells,525,consolidated_dataset
GEO,2016-04,-0.3249,cells,123,consolidated_dataset
GGY,2016-04,1.0297,nearest_cell,0,consolidated_dataset
GHA,2016-04,0.0711,cells,310,consolidated_dataset
GIN,2016-04,-0.7175,cells,322,consolidated_dataset
GMB,2016-04,-1.2825,cells,18,consolidated_dataset
GNB,2016-04,-0.3607,cells,45,consolidated_dataset
GNQ,2016-04,-0.1496,cells,31,consolidated_dataset
GRC,2016-04,-0.8193,cells,219,consolidated_dataset
GRD,2016-04,-1.0355,nearest_cell,0,consolidated_dataset
GRL,2016-04,0.1965,cells,10621,consolidated_dataset
GTM,2016-04,0.4985,cells,151,consolidated_dataset
GUM,2016-04,-0.8529,nearest_cell,0,consolidated_dataset
GUY,2016-04,0.5396,cells,274,consolidated_dataset
HKG,2016-04,1.3888,cells,2,consolidated_dataset
HMD,2016-04,-0.0928,nearest_cell,0,consolidated_dataset
HND,2016-04,1.0323,cells,152,consolidated_dataset
HRV,2016-04,0.9335,cells,101,consolidated_dataset
HTI,2016-04,0.9016,cells,38,consolidated_dataset
HUN,2016-04,0.7044,cells,180,consolidated_dataset
IDN,2016-04,0.9286,cells,2380,consolidated_dataset
IMN,2016-04,0.5309,cells,1,consolidated_dataset
IND,2016-04,-0.6389,cells,4427,consolidated_dataset
IOT,2016-04,-1.3184,nearest_cell,0,consolidated_dataset
IRL,2016-04,0.3516,cells,153,consolidated_dataset
IRN,2016-04,-0.5273,cells,2487,consolidated_dataset
IRQ,2016-04,0.2374,cells,670,consolidated_dataset
ISL,2016-04,-0.8393,cells,306,consolidated_dataset
ISR,2016-04,-0.8983,cells,34,consolidated_dataset
ITA,2016-04,0.6111,cells,527,consolidated_dataset
JAM,2016-04,1.0637,cells,14,consolidated_dataset
JEY,2016-04,1.0536,nearest_cell,0,consolidated_dataset
JOR,2016-04,-0.6696,cells,130,consolidated_dataset
JPN,2016-04,0.2068,cells,606,consolidated_dataset
KAZ,2016-04,0.1901,cells,5168,consolidated_dataset
KEN,2016-04,-0.2751,cells,759,consolidated_dataset
KGZ,2016-04,-0.4235,cells,343,consolidated_dataset
KHM,2016-04,-2.114,cells,242,consolidated_dataset
KIR,2016-04,0.933,nearest_cell,0,consolidated_dataset
KNA,2016-04,1.6308,nearest_cell,0,consolidated_dataset
KOR,2016-04,0.4942,cells,155,consolidated_dataset
KWT,2016-04,-0.5568,cells,24,consolidated_dataset
LAO,2016-04,-1.7613,cells,305,consolidated_dataset
LBN,2016-04,-1.1017,cells,15,consolidated_dataset
LBR,2016-04,-1.3664,cells,120,consolidated_dataset
LBY,2016-04,-0.9446,cells,2353,consolidated_dataset
LCA,2016-04,-0.2708,cells,2,consolidated_dataset
LIE,2016-04,0.5132,nearest_cell,0,consolidated_dataset
LKA,2016-04,-1.2207,cells,87,consolidated_dataset
LSO,2016-04,-1.0,cells,45,consolidated_dataset
LTU,2016-04,1.0134,cells,150,consolidated_dataset
LUX,2016-04,1.1445,cells,5,consolidated_dataset
LVA,2016-04,0.9983,cells,149,consolidated_dataset
MAC,2016-04,1.2157,nearest_cell,0,consolidated_dataset
MAF,2016-04,1.6308,nearest_cell,0,consolidated_dataset
MAR,2016-04,-0.6709,cells,871,consolidated_dataset
MCO,2016-04,0.5184,nearest_cell,0,consolidated_dataset
MDA,2016-04,-0.6808,cells,63,consolidated_dataset
MDG,2016-04,0.128,cells,815,consolidated_dataset
MDV,2016-04,-1.5295,nearest_cell,0,consolidated_dataset
MEX,2016-04,0.1269,cells,2790,consolidated_dataset
MHL,2016-04,0.8209,nearest_cell,0,consolidated_dataset
MKD,2016-04,-0.4643,cells,44,consolidated_dataset
MLI,2016-04,-0.6773,cells,1688,consolidated_dataset
MLT,2016-04,-1.8966,nearest_cell,0,consolidated_dataset
MMR,2016-04,-0.2691,cells,913,consolidated_dataset
MNE,2016-04,0.8899,cells,27,consolidated_dataset
MNG,2016-04,-0.1358,cells,2945,consolidated_dataset
MNP,2016-04,-0.204,nearest_cell,0,consolidated_dataset
MOZ,2016-04,-0.5225,cells,1079,consolidated_dataset
MRT,2016-04,-0.8317,cells,1445,consolidated_dataset
MSR,2016-04,2.091,nearest_cell,0,consolidated_dataset
MUS,2016-04,0.792,cells,3,consolidated_dataset
MWI,2016-04,-0.263,cells,154,consolidated_dataset
MYS,2016-04,-0.7444,cells,426,consolidated_dataset
NAM,2016-04,-0.9847,cells,1145,consolidated_dataset
NCL,2016-04,-0.2425,cells,27,consolidated_dataset
NER,2016-04,0.2234,cells,1610,consolidated_dataset
NFK,2016-04,0.6499,nearest_cell,0,consolidated_dataset
NGA,2016-04,0.8215,cells,1200,consolidated_dataset
NIC,2016-04,0.3948,cells,164,consolidated_dataset
NIU,2016-04,1.4138,nearest_cell,0,consolidated_dataset
NLD,2016-04,1.0201,cells,75,consolidated_dataset
NOR,2016-04,-0.0943,cells,1370,consolidated_dataset
NPL,2016-04,-1.0522,cells,213,consolidated_dataset
NRU,2016-04,0.8209,nearest_cell,0,consolidated_dataset
NZL,2016-04,-0.4466,cells,470,consolidated_dataset
OMN,2016-04,0.2186,cells,437,consolidated_dataset
PAK,2016-04,0.0401,cells,1304,consolidated_dataset
PAN,2016-04,-1.1318,cells,98,consolidated_dataset
PCN,2016-04,-0.4647,nearest_cell,0,consolidated_dataset
